iter	RMSE
171	0.1790695616
172	0.1784533724
173	0.178037222
174	0.1774670574
175	0.1771673569
176	0.1770228497
177	0.1765028794
178	0.1763004166
179	0.1761905828
180	0.1756683991
181	0.1754375347
182	0.1751745351
183	0.1748484575
184	0.17441813
185	0.1738985123
186	0.1733913227
187	0.173154635
188	0.1727162092
189	0.1726015983
190	0.1716935471
191	0.1714810592
192	0.1711758464
193	0.1709848445
194	0.1704963523
195	0.1699946006
196	0.1698138119
197	0.1696557911
198	0.1695536329
199	0.1691932476
200	0.1687085022
201	0.1683129304
202	0.1679153034
203	0.1677151783
204	0.167464279
205	0.1673633447
206	0.1670270026
207	0.1661771178
208	0.1660986026
209	0.1659379748
210	0.1657060411
211	0.1651295035
212	0.1644365843
213	0.1642952281
214	0.1634839001
215	0.1630127435
216	0.1628455021
217	0.1624345828
218	0.1620312272
219	0.1617249243
220	0.1615753292
221	0.1611477769
222	0.160928558
223	0.1604963661
224	0.1599258793
225	0.1595095451
226	0.1593501038
227	0.1590786005
228	0.1587256941
229	0.1584407164
230	0.1580574332
231	0.1576971859
232	0.157482727
233	0.1570392555
234	0.156758142
235	0.1566226197
236	0.1562697007
237	0.1557966459
238	0.1556853647
239	0.1552295421
240	0.1549270228
241	0.1547087466
242	0.1544837918
243	0.1542287111
244	0.1541468949
245	0.1537287775
246	0.1536426881
247	0.1532255368
248	0.1529276861
249	0.1526368023
250	0.1524159473
251	0.1518118707
252	0.1514788416
253	0.151062698
254	0.1507714984
255	0.1506786491
256	0.1501575568
257	0.1496132738
258	0.1495032517
259	0.149203819
260	0.1487178855
261	0.1485192386
262	0.1480700345
263	0.1476391516
264	0.1474549575
265	0.147068593
266	0.1469765014
267	0.1468354169
268	0.1464886405
269	0.1462548686
270	0.1458264979
271	0.1457341104
272	0.1453514097
273	0.1450829953
274	0.1448846346
275	0.1447859104
276	0.1446990499
277	0.144528065
278	0.144243681
279	0.1439920214
280	0.1437691139
281	0.1436904847
282	0.1435104808
283	0.1434059722
284	0.1432348618
285	0.1431465417
286	0.1429681913
287	0.1426200797
288	0.1422589528
289	0.1421704899
290	0.1420696567
291	0.1418833512
292	0.1417237387
293	0.1415845735
294	0.1413771772
295	0.1410433511
296	0.1408461379
297	0.1405499648
298	0.1404331104
299	0.1402919338
300	0.1400519726
301	0.139666067
302	0.1392398236
303	0.1389951924
304	0.1389311664
305	0.1386315637
306	0.1385660195
307	0.1382655793
308	0.1378888732
309	0.1375727419
310	0.1373879264
311	0.1372750698
312	0.1370919763
313	0.1367809794
314	0.1366126776
315	0.1363677667
316	0.1362071886
317	0.1359670041
318	0.1358808053
319	0.1356549183
320	0.1353254972
321	0.1352493947
322	0.1351879269
323	0.1350001403
324	0.1347225368
325	0.1345064138
326	0.1344846707
327	0.1342892503
328	0.1342057883
329	0.1340373222
330	0.1338045142
331	0.1336590399
332	0.1335094143
333	0.1333938665
334	0.1331006169
335	0.1330074892
336	0.132738584
337	0.1327088823
338	0.1325084244
339	0.1323648407
340	0.1322715868
341	0.1319409499
342	0.1316922433
343	0.1316120033
344	0.1313065984
345	0.1310832886
346	0.130902088
347	0.1307544518
348	0.1305973635
349	0.1305624889
350	0.130392361
351	0.130199877
352	0.1301078195
353	0.1298247073
354	0.1296561741
355	0.1293241472
356	0.1290189745
357	0.1288758582
358	0.1288175279
359	0.1287389586
360	0.1284486496
361	0.1282064178
362	0.1280191804
363	0.1278625487
364	0.1277461988
365	0.1274765076
366	0.1273448285
367	0.1272135007
368	0.1271402651
369	0.1270421465
370	0.1268566007
371	0.1266482075
372	0.1264328052
373	0.1263511021
374	0.1261563828
375	0.1260258854
376	0.1258758737
377	0.1256672709
378	0.1255398638
379	0.1253819325
380	0.1253204153
381	0.1251539258
382	0.1250110732
383	0.1247514563
384	0.1245484804
385	0.1243837039
386	0.1241631253
387	0.1241216649
388	0.1238816349
389	0.1237157611
390	0.1236340066
391	0.1236172443
392	0.123319871
393	0.1232413688
394	0.1231816032
395	0.123008133
396	0.12288892
397	0.1227844051
398	0.1226455242
399	0.122469119
400	0.1224304138
401	0.1222667081
402	0.1221775355
403	0.1220434596
404	0.1218276246
405	0.1217496664
406	0.1215698783
407	0.121470046
408	0.1214220618
409	0.121262529
410	0.1211350158
411	0.1208939299
412	0.1207696321
413	0.1206220061
414	0.1205416569
415	0.1204859455
416	0.1203732912
417	0.1202964018
418	0.1202555522
419	0.1200582134
420	0.1199368247
421	0.1197692422
422	0.1197416046
423	0.1195523365
424	0.119395514
425	0.1192283248
426	0.1190043332
427	0.1189055801
428	0.1188053302
429	0.1187683679
430	0.118513709
431	0.1184326966
432	0.1182384952
433	0.1180702081
434	0.1179186665
435	0.1177310186
436	0.1175739411
437	0.1175123602
438	0.1173545438
439	0.1172878873
440	0.1171703557
441	0.1171236555
442	0.1170663511
443	0.1170277856
444	0.1169204293
445	0.1169046161
446	0.1166993539
447	0.1165868017
448	0.1164926545
449	0.1162700678
450	0.1161148855
451	0.1160824101
452	0.1159550826
453	0.1158544187
454	0.1157598917
455	0.1156039934
456	0.1154659745
457	0.1153448075
458	0.1152701941
459	0.1150626465
460	0.1148898246
461	0.1147905868
462	0.1146621957
463	0.114572086
464	0.1144731097
465	0.1143506486
466	0.114323483
467	0.1142907504
468	0.1141753297
469	0.1140294812
470	0.1139976286
471	0.1138785903
472	0.113741832
473	0.113613563
474	0.1134614666
475	0.1133342098
476	0.1132252454
477	0.1130737427
478	0.112985872
479	0.1129230196
480	0.1128190171
481	0.1128105
482	0.1126787277
483	0.1125435135
484	0.1124806939
485	0.1124010874
486	0.1122993451
487	0.1121755069
488	0.1121406514
489	0.1119812302
490	0.1118910989
491	0.1117731503
492	0.1116609275
493	0.1115677455
494	0.1115337105
495	0.1115065902
496	0.1114515905
497	0.1113108633
498	0.111249317
499	0.1111906346
500	0.1110402736
501	0.1109687024
502	0.1109656282
503	0.1108402246
504	0.1108331629
505	0.1107414875
506	0.1107227989
507	0.1106262567
508	0.1106010739
509	0.1104595494
510	0.1104149298
511	0.110408675
512	0.1103880976
513	0.1102190765
514	0.1101471754
515	0.1100295428
516	0.1099580346
517	0.1099259941
518	0.1097823707
519	0.109737031
520	0.1096750616
521	0.10955318
522	0.1093591528
523	0.109249858
524	0.1091254303
525	0.1090503272
526	0.1090180601
527	0.1090063164
528	0.1088690597
529	0.1088101437
530	0.1086813664
531	0.1085624259
532	0.1085186446
533	0.1084819087
534	0.1084209825
535	0.108371231
536	0.1082616978
537	0.1081503805
538	0.1080285078
539	0.1079981257
540	0.1078777755
541	0.107763157
542	0.107618774
543	0.1075538984
544	0.1074031931
545	0.1073656569
546	0.107309783
547	0.1072450871
548	0.1071827593
549	0.1070404912
550	0.1070125276
551	0.10690917
552	0.1068140027
553	0.1067987985
554	0.1067747883
555	0.1067658798
556	0.1067051255
557	0.1065724535
558	0.1065160209
559	0.1064463817
560	0.1062798928
561	0.1061427221
562	0.1060175828
563	0.1059833224
564	0.1059007822
565	0.1058732567
566	0.1057881567
567	0.105717637
568	0.1056910623
569	0.1056740058
570	0.1055499364
571	0.1054082041
572	0.1053801686
573	0.1052642808
574	0.1051446264
575	0.1050725112
576	0.1050129517
577	0.1049276434
578	0.1048752382
579	0.1048296976
580	0.104801061
581	0.1046887503
582	0.104578046
583	0.1045139588
584	0.104424769
585	0.1044041247
586	0.10433468
587	0.1042557316
588	0.1041371854
589	0.1040282225
590	0.104011847
591	0.1039434383
592	0.1038642115
593	0.1037511664
594	0.1037051153
595	0.1036248992
596	0.103560999
597	0.1035045186
598	0.1034086333
599	0.1033739788
600	0.1033372682
601	0.103268281
602	0.1032520746
603	0.1031783484
604	0.1031748064
605	0.1031724457
606	0.1030810921
607	0.1030446731
608	0.1029951759
609	0.1029263659
610	0.1027725857
611	0.1027395037
612	0.1027042584
613	0.1026555225
614	0.1026093468
615	0.1024089801
616	0.1023563992
617	0.1022213345
618	0.1021945147
619	0.102101133
620	0.1020575579
621	0.1020145298
622	0.1019876884
623	0.101960757
624	0.1018968305
625	0.1018177932
626	0.1017654066
627	0.1017251282
628	0.1016362326
629	0.1015312418
630	0.1014532567
631	0.1014015247
632	0.1013557987
633	0.1012309504
634	0.101183682
635	0.1010491951
636	0.1009969794
637	0.1009761015
638	0.1008589879
639	0.1007821034
640	0.1007407172
641	0.1006090706
642	0.1004722926
643	0.1004295336
644	0.1003857991
645	0.10029748
646	0.1002305362
647	0.1001820468
648	0.10008589
649	0.1000678064
650	0.100015826
651	0.09997655321
652	0.09989237761
653	0.09979382853
654	0.09962196658
655	0.09958182748
656	0.09950820283
657	0.09944616375
658	0.09941992899
659	0.09936970606
660	0.09934771329
661	0.09933677075
662	0.09930066677
663	0.09921881493
664	0.09917764476
665	0.09911040636
666	0.09905690661
667	0.09897694938
668	0.09889103683
669	0.09883978765
670	0.09867941396
671	0.09865853465
672	0.09861874496
673	0.09859363297
674	0.09850182539
675	0.09848709754
676	0.0984545165
677	0.09845145778
678	0.09838972727
679	0.09833109637
680	0.09830137601
681	0.09824027134
682	0.09814922761
683	0.09806907565
684	0.09796725825
685	0.0979345907
686	0.09782320965
687	0.09781535138
688	0.09774498285
689	0.09773627394
690	0.09766487288
691	0.09757416934
692	0.09756513821
693	0.09753790972
694	0.09752000538
695	0.09745017418
696	0.09739761008
697	0.09736034628
698	0.09731147307
699	0.09714591804
700	0.09709588812
701	0.09698939821
702	0.09692127897
703	0.09688262916
704	0.09686775638
705	0.09677300019
706	0.09672928809
707	0.09669729646
708	0.09652720402
709	0.09651337939
710	0.09650738217
711	0.09649227714
712	0.09643129323
713	0.09640110464
714	0.09631037569
715	0.09628275838
716	0.0962191369
717	0.09617269915
718	0.0960900386
719	0.09594820694
720	0.09589765329
721	0.09581176697
722	0.09579944265
723	0.0956509171
724	0.09557405489
725	0.09555439666
726	0.0955469589
727	0.0954818631
728	0.0953604986
729	0.09522662176
730	0.09519361462
731	0.09513303666
732	0.09501772994
733	0.09499886564
734	0.09495814862
735	0.09489349757
736	0.09484711783
737	0.09475652417
738	0.09466244855
739	0.09460753187
740	0.09457620822
741	0.09456477536
742	0.0945271444
743	0.09451455821
744	0.09447797888
745	0.09446325766
746	0.09438643761
747	0.09435159217
748	0.09432043522
749	0.09428810025
750	0.09421906289
751	0.09414918837
752	0.09404337266
753	0.09398710882
754	0.09396371055
755	0.09394544948
756	0.0939279023
757	0.09389657281
758	0.09385468821
759	0.09376539511
760	0.09373725063
761	0.09370600922
762	0.09368377343
763	0.09367594155
764	0.0936377624
765	0.09351518662
766	0.09349443633
767	0.09345238543
768	0.09338661229
769	0.09331163818
770	0.09320901358
771	0.09316679998
772	0.09313904659
773	0.09313573068
774	0.09310584192
775	0.09305817258
776	0.09299275525
777	0.09290931339
778	0.09288773353
779	0.09285087903
780	0.09279817776
781	0.09272233482
782	0.09265963323
783	0.09259659546
784	0.09254347098
785	0.09253990335
786	0.09249901902
787	0.0924569747
788	0.09243562186
789	0.09242008926
790	0.09230719941
791	0.09228146929
792	0.09224041194
793	0.09215247935
794	0.09210684097
795	0.09208878459
796	0.092053696
797	0.09201205602
798	0.09192014903
799	0.09190982419
800	0.09187272675
801	0.09178400675
802	0.09175598376
803	0.09173033706
804	0.09170168777
805	0.0916960663
806	0.09167442032
807	0.09164125527
808	0.09161657921
809	0.09161001224
810	0.09158693219
811	0.09156586562
812	0.09149579283
813	0.09149117731
814	0.0914804888
815	0.09143179702
816	0.09141895361
817	0.09133696009
818	0.09128938337
819	0.09118855784
820	0.09108285038
821	0.09106063854
822	0.09103140601
823	0.09098963409
824	0.0909440883
825	0.09092654901
826	0.09090154874
827	0.09088305805
828	0.09085673213
829	0.09077587822
830	0.0907620993
831	0.09073498628
832	0.09068571635
833	0.090644845
834	0.09057135322
835	0.09045706437
836	0.09034506111
837	0.0903273479
838	0.09029634744
839	0.09025230187
840	0.09022844044
841	0.09020400071
842	0.09019017952
843	0.09012822566
844	0.09008879979
845	0.08997794646
846	0.0898640174
847	0.08986257049
848	0.08984915798
849	0.08981633619
850	0.08974756827
851	0.08966301119
852	0.08964886569
853	0.08962529571
854	0.08960014869
855	0.08953078039
856	0.08950107714
857	0.08947924369
858	0.0894657558
859	0.08943463499
860	0.08940343048
861	0.08928751808
862	0.08923633267
863	0.0892204388
864	0.08917834748
865	0.08913135206
866	0.08906471154
867	0.08904433006
868	0.08903638644
869	0.0890224789
870	0.08901446042
871	0.08897796887
872	0.08895844738
873	0.08894754922
874	0.08893346022
875	0.0889028221
876	0.08889307591
877	0.08885366561
878	0.08878615886
879	0.0887677256
880	0.08875047446
881	0.08869934102
882	0.08863719161
883	0.08860287422
884	0.0885589804
885	0.08852356606
886	0.08850095937
887	0.08847645679
888	0.08841292436
889	0.08835954079
890	0.08827652705
891	0.08820125382
892	0.08815661505
893	0.08812564098
894	0.08807869291
895	0.08795086463
896	0.08787373395
897	0.08785071413
898	0.0878271729
899	0.08782237576
900	0.08781003931
901	0.08775934173
902	0.08771569051
903	0.08764333278
904	0.08759702978
905	0.08757715124
906	0.08751587151
907	0.08748865779
908	0.08738910756
909	0.08733408172
910	0.08732578553
911	0.08725294793
912	0.08719539008
913	0.0871878118
914	0.08711157442
915	0.0871048506
916	0.08707317015
917	0.08701547802
918	0.08693083101
919	0.08688125616
920	0.08687082499
921	0.08683797965
922	0.08675858084
923	0.08673282396
924	0.08671219524
925	0.08668197106
926	0.08665624122
927	0.08659880258
928	0.08659343656
929	0.08650033811
930	0.08649018362
931	0.08644182242
932	0.0864015475
933	0.08639489919
934	0.08628748323
935	0.08625638229
936	0.08621317317
937	0.08618695792
938	0.08613231783
939	0.08611527039
940	0.08604249408
941	0.08597561899
942	0.08588723031
943	0.08585492904
944	0.08581078618
945	0.08573959524
946	0.08568951638
947	0.08567538296
948	0.08565863516
949	0.08558737623
950	0.08558248152
951	0.08556185816
952	0.08555102539
953	0.085534172
954	0.08553174242
955	0.08544764022
956	0.08542788891
957	0.08540988603
958	0.08538366265
959	0.08537046223
960	0.08532545049
961	0.08526578194
962	0.08522789713
963	0.0851905072
964	0.08517402303
965	0.08514190693
966	0.08511407764
967	0.0850925494
968	0.08507153166
969	0.08501104804
970	0.08498637837
971	0.08494063829
972	0.08493184143
973	0.08491152098
974	0.0848436894
975	0.08475288534
976	0.08473101248
977	0.08471823103
978	0.08471156168
979	0.08470393115
980	0.08467775375
981	0.08467173021
982	0.08464638595
983	0.08461888203
984	0.08455627429
985	0.08454682226
986	0.08454217253
987	0.08448477127
988	0.08446091914
989	0.08443513275
990	0.08436591718
991	0.08432836751
992	0.08431248557
993	0.08425511332
994	0.08420278482
995	0.08419050736
996	0.08418160751
997	0.08416580606
998	0.08407077498
999	0.08404926292
4	0.04166861777
975	0.04164456641
976	0.04159840313
977	0.04157826038
978	0.0415709843
979	0.04154168572
980	0.04150400498
981	0.04148011093
982	0.04147065731
983	0.04145278749
984	0.04142060251
985	0.0414107535
986	0.04139642791
987	0.04137492549
988	0.04134842427
989	0.04132264216
990	0.04129469995
991	0.04129098202
992	0.04128249314
993	0.04126762615
994	0.04122903602
995	0.04122254787
996	0.04119557554
997	0.04114601015
998	0.04113125985
999	0.04111667629
