,tesla-Close,Label
0,599.3599853515625,622.5075
1,604.8699951171875,608.362
2,616.5999755859375,604.83844
3,623.3099975585938,609.12537
4,620.8300170898438,617.98413
5,623.7100219726562,617.6387
6,656.5700073242188,607.3212
7,679.8200073242188,597.89453
8,671.8699951171875,582.9422
9,688.719970703125,587.9374
10,680.760009765625,609.7573
